DATETIME,nuclear_outturn
2001-06-20,5976.757154565817
2001-06-21,4971.020624847298
2001-06-22,5230.410660011152
2001-06-23,5305.839261167661
2001-06-24,4709.181073343054
2001-06-25,5178.788501452234
2001-06-26,5129.478305360218
2001-06-27,5620.607206155712
2001-06-28,5282.4672132254755
2001-06-29,4960.000698033463
2001-06-30,4473.628943695683
2001-07-01,4980.076291144462
2001-07-02,5078.446128543495
2001-07-03,4618.071188537714
2001-07-04,5324.890457328913
2001-07-05,5200.743723950465
2001-07-06,4594.3696830092995
2001-07-07,4460.542059910298
2001-07-08,5651.674764994712
2001-07-09,5401.181351601466
2001-07-10,4685.289417527578
2001-07-11,4329.96858079637
2001-07-12,5218.675967420814
2001-07-13,4674.085408538728
2001-07-14,4753.909839039168
2001-07-15,5869.793466358388
2001-07-16,4922.235453599628
2001-07-17,5253.696078858419
2001-07-18,4938.438673469983
2001-07-19,5440.625427823405
2001-07-20,4564.872635513815
2001-07-21,5546.400025493505
2001-07-22,4915.4621601461495
2001-07-23,5337.991137822226
2001-07-24,4449.321622400041
2001-07-25,4765.333653808186
2001-07-26,4458.850700216512
2001-07-27,4665.545547694721
2001-07-28,5967.037034970362
2001-07-29,5306.0826573424265
2001-07-30,5303.718325372018
2001-07-31,5755.535910655799
2001-08-01,4519.729644597547
2001-08-02,4626.966390962313
2001-08-03,5583.648252129544
2001-08-04,5575.34662906604
2001-08-05,5292.854089110993
2001-08-06,5744.650755182874
2001-08-07,3886.5277574377938
2001-08-08,4906.345176862914
2001-08-09,5101.904859536946
2001-08-10,4018.1901218893317
2001-08-11,5465.655777584568
2001-08-12,4451.5722696075545
2001-08-13,4961.859164461958
2001-08-14,4921.5940673567675
2001-08-15,4999.07253161522
2001-08-16,4168.730001687081
2001-08-17,4427.229148295059
2001-08-18,5074.332351535786
2001-08-19,4459.006522509909
2001-08-20,4172.492350599856
2001-08-21,4968.565467809952
2001-08-22,5073.5921361896935
2001-08-23,4655.539726751472
2001-08-24,5544.6267091148975
2001-08-25,4134.256270452083
2001-08-26,4451.181388665853
2001-08-27,5916.01238596539
2001-08-28,4756.719740435086
2001-08-29,5011.58055036941
2001-08-30,4545.761302872736
2001-08-31,4595.092177068957
2001-09-01,4227.043646522514
2001-09-02,5074.97719722686
2001-09-03,4902.129069746176
2001-09-04,4660.596811543391
2001-09-05,4953.351103321549
2001-09-06,4015.9008025930516
2001-09-07,6010.053404256194
2001-09-08,5451.629347042049
2001-09-09,4799.696324348959
2001-09-10,3864.623687003532
2001-09-11,4944.440151611981
2001-09-12,4662.746049792877
2001-09-13,4892.235856779831
2001-09-14,4328.894537228576
2001-09-15,4597.002807787165
2001-09-16,4815.755806164599
2001-09-17,5752.037369886653
2001-09-18,4908.688457185071
2001-09-19,4521.841978646367
2001-09-20,5151.7798884868525
2001-09-21,4922.994037997418
2001-09-22,5609.822449101684
2001-09-23,4526.713856945353
2001-09-24,5284.174484420392
2001-09-25,5016.922464453239
2001-09-26,5355.903023853384
2001-09-27,5138.901789116724
2001-09-28,4595.239173978816
2001-09-29,5833.25353962838
2001-09-30,4754.827674421159
2001-10-01,4867.1026516488855
2001-10-02,5712.255700511832
2001-10-03,5395.1990609977975
2001-10-04,4877.20895385958
2001-10-05,4725.17766649691
2001-10-06,4542.32638660084
2001-10-07,5449.39139361689
2001-10-08,5108.817165337601
2001-10-09,4454.566752434065
2001-10-10,5065.054162235946
2001-10-11,5040.161741857901
2001-10-12,5423.151539707707
2001-10-13,4414.661865233696
2001-10-14,5124.717358195148
2001-10-15,4427.234772700696
2001-10-16,5095.772552289156
2001-10-17,5825.6804502406885
2001-10-18,5179.822375040292
2001-10-19,3976.0637415751594
2001-10-20,4892.11508356107
2001-10-21,4727.500855130736
2001-10-22,5813.990426951519
2001-10-23,4779.676587406654
2001-10-24,4519.246213878936
2001-10-25,4428.110175844394
2001-10-26,5514.312104524634
2001-10-27,5035.488284866411
2001-10-28,5232.448042063659
2001-10-29,4782.703987699754
2001-10-30,4494.610982851882
2001-10-31,5410.84799908222
2001-11-01,4550.34275290376
2001-11-02,5094.248354369355
2001-11-03,4697.092043788521
2001-11-04,5221.111606967728
2001-11-05,4259.915283330249
2001-11-06,4056.2736617988194
2001-11-07,5241.6824747458395
2001-11-08,4971.82871905318
2001-11-09,4429.6612284479015
2001-11-10,4559.899303805438
2001-11-11,5110.317172971162
2001-11-12,5235.791494633853
2001-11-13,5237.884774358764
2001-11-14,6038.049132866976
2001-11-15,5114.123436976895
2001-11-16,4628.467220339106
2001-11-17,4600.545473495524
2001-11-18,5454.826689460836
2001-11-19,4637.52493968991
2001-11-20,5315.971179872553
2001-11-21,5427.619283797903
2001-11-22,4576.744345816601
2001-11-23,5573.654565932805
2001-11-24,5025.748924048216
2001-11-25,5108.663387455873
2001-11-26,5401.153487572666
2001-11-27,5437.178534217009
2001-11-28,4492.154728151293
2001-11-29,4466.467310362973
2001-11-30,5338.9521063370075
2001-12-01,4517.908614008417
2001-12-02,4304.0885971329235
2001-12-03,4456.71651176243
2001-12-04,5329.755767359024
2001-12-05,4080.305310748287
2001-12-06,5241.816103240249
2001-12-07,4896.260380294972
2001-12-08,4033.5506736262832
2001-12-09,4277.293120594336
2001-12-10,5179.969330662107
2001-12-11,5407.682839405421
2001-12-12,4792.378062971397
2001-12-13,4486.451376567761
2001-12-14,4664.945174023904
2001-12-15,5352.61738962554
2001-12-16,6368.164791817862
2001-12-17,5181.898658666757
2001-12-18,5099.44776189435
2001-12-19,4491.407985120074
2001-12-20,4877.311816121409
2001-12-21,4140.386697188153
2001-12-22,5039.88552639784
2001-12-23,5629.697344099525
2001-12-24,5431.266634607701
2001-12-25,5364.486921541341
2001-12-26,5326.274908255347
2001-12-27,3805.563893126954
2001-12-28,4893.400940063275
2001-12-29,5613.237081324449
2001-12-30,5298.37479372153
2001-12-31,5514.35725624291
2002-01-01,5169.153673418997
2002-01-02,4732.051233345926
2002-01-03,5080.045584384091
2002-01-04,4319.588016414462
2002-01-05,4152.6275790019345
2002-01-06,4371.559942373656
2002-01-07,4851.908483650202
2002-01-08,5144.842493700315
2002-01-09,4909.710582853919
2002-01-10,4816.6024396653875
2002-01-11,4815.801564067634
2002-01-12,4948.976840445908
2002-01-13,4355.903278344165
2002-01-14,4737.0505906218905
2002-01-15,4134.97618449321
2002-01-16,4452.470881041537
2002-01-17,4763.498063436213
2002-01-18,5308.557761359049
2002-01-19,5541.120736197657
2002-01-20,5017.289717304336
2002-01-21,4408.7307425498775
2002-01-22,4881.9726844647685
2002-01-23,5307.159032032624
2002-01-24,4950.063824641951
2002-01-25,4538.179062026049
2002-01-26,4966.210961845585
2002-01-27,4497.12050682993
2002-01-28,5531.794432704167
2002-01-29,5159.72145442958
2002-01-30,5219.900120244163
2002-01-31,5238.7547415589615
2002-02-01,4914.97452410415
2002-02-02,4672.865487313093
2002-02-03,5508.759067800335
2002-02-04,4758.377170143268
2002-02-05,5191.794378362221
2002-02-06,5056.800453062438
2002-02-07,5724.732979034782
2002-02-08,4707.6923865709905
2002-02-09,5607.447659257694
2002-02-10,5997.324017931559
2002-02-11,5245.22926517442
2002-02-12,5589.612851952504
2002-02-13,4388.128261895401
2002-02-14,5972.509750971022
2002-02-15,5457.944191408065
2002-02-16,4785.038210160706
2002-02-17,5068.490129323345
2002-02-18,4899.769885510435
2002-02-19,6065.74261499654
2002-02-20,5765.7917312630225
2002-02-21,5988.907582965569
2002-02-22,5737.200397737757
2002-02-23,4916.931317684045
2002-02-24,5077.873575302167
2002-02-25,5484.8390442155005
2002-02-26,5051.017778647453
2002-02-27,4745.295543057063
2002-02-28,5307.13144065179
2002-03-01,4677.885632115699
2002-03-02,5160.282489424156
2002-03-03,4464.000720857445
2002-03-04,4736.6800518208
2002-03-05,5303.6662454203415
2002-03-06,5643.035464512771
2002-03-07,4752.229371197468
2002-03-08,4651.3525519741215
2002-03-09,4689.364090444098
2002-03-10,4625.449561791218
2002-03-11,3880.8751807049794
2002-03-12,4948.719492166865
2002-03-13,6764.546830565129
2002-03-14,4478.778345971366
2002-03-15,4832.497962744398
2002-03-16,4131.051154340332
2002-03-17,3802.6680147713932
2002-03-18,4421.734915147666
2002-03-19,6014.986684030196
2002-03-20,4644.3523283247905
2002-03-21,5104.373962296668
2002-03-22,4808.195306527038
2002-03-23,4880.645086117095
2002-03-24,4421.7090020168
2002-03-25,5319.3571706731045
2002-03-26,4216.2605743032045
2002-03-27,4664.518045853491
2002-03-28,4469.207214220154
2002-03-29,5171.298711547276
2002-03-30,4534.521108820558
2002-03-31,4908.198196151236
2002-04-01,4905.128330057434
2002-04-02,6113.442669470083
2002-04-03,4735.749005550647
2002-04-04,5369.254977662537
2002-04-05,4355.757075833981
2002-04-06,6115.202681103347
2002-04-07,4530.626587274575
2002-04-08,5459.947917801132
2002-04-09,4636.8881366245805
2002-04-10,5637.933861330467
2002-04-11,4479.640385094667
2002-04-12,5777.2181603113295
2002-04-13,6032.49133742574
2002-04-14,5723.318399352933
2002-04-15,5305.253291798202
2002-04-16,5329.327183099686
2002-04-17,5315.292542941188
2002-04-18,4345.460856163631
2002-04-19,4495.7337527359105
2002-04-20,5156.467696285493
2002-04-21,5830.0896205344625
2002-04-22,5070.459849671135
2002-04-23,6431.155482477586
2002-04-24,4019.687748239156
2002-04-25,6116.5504883975445
2002-04-26,5025.421144882034
2002-04-27,5541.218056137256
2002-04-28,4833.406749391055
2002-04-29,4817.978318742032
2002-04-30,4249.703151576527
2002-05-01,5323.063757642091
2002-05-02,4672.707345039887
2002-05-03,5615.824367986133
2002-05-04,4783.440144454582
2002-05-05,5078.717787795679
2002-05-06,5040.9517442394745
2002-05-07,4695.7491502935045
2002-05-08,6083.870735148774
2002-05-09,4954.7405122720675
2002-05-10,5339.382545844393
2002-05-11,5732.387081533056
2002-05-12,5019.161532173502
2002-05-13,4855.757978159506
2002-05-14,5180.231127384696
2002-05-15,4600.470516606628
2002-05-16,5357.549095148559
2002-05-17,5327.191833958858
2002-05-18,5025.140938242502
2002-05-19,4862.244603993136
2002-05-20,4873.031175390167
2002-05-21,3795.659423640683
2002-05-22,5213.544534610169
2002-05-23,4755.539740460394
2002-05-24,5270.728428459131
2002-05-25,6000.374191596925
2002-05-26,5138.944827440832
2002-05-27,4190.305714723017
2002-05-28,5309.821159237279
2002-05-29,4860.889813103428
2002-05-30,3999.9789998310885
2002-05-31,5472.725221639479
2002-06-01,5414.838814265412
2002-06-02,4948.111799046624
2002-06-03,6551.321627997938
2002-06-04,5631.280312275777
2002-06-05,5105.975605286504
2002-06-06,4495.388107265565
2002-06-07,4858.602995311603
2002-06-08,4697.389096798997
2002-06-09,5301.6251570526765
2002-06-10,4812.323159645915
2002-06-11,5567.162253080774
2002-06-12,4962.863415387879
2002-06-13,4659.714230134468
2002-06-14,5657.746376027233
2002-06-15,5157.703691529254
2002-06-16,5349.864236610732
2002-06-17,4761.445016472869
2002-06-18,5750.970182832412
2002-06-19,4563.388854343757
2002-06-20,4156.472904265597
2002-06-21,4971.293292515494
2002-06-22,5251.544572123831
2002-06-23,4562.903107263582
2002-06-24,4997.233369683329
2002-06-25,5123.861667868334
2002-06-26,5427.748703436603
2002-06-27,3656.6647025955576
2002-06-28,4859.170260895386
2002-06-29,5264.268138837526
2002-06-30,5781.117273821642
2002-07-01,5055.510072323594
2002-07-02,4207.308161181268
2002-07-03,5214.4447704310305
2002-07-04,4276.6001372896335
2002-07-05,5752.466811691023
2002-07-06,4672.1249203918915
2002-07-07,5891.624377799407
2002-07-08,4151.373542600165
2002-07-09,6700.924333935071
2002-07-10,4884.212263062206
2002-07-11,5181.707017691596
2002-07-12,5551.50395272706
2002-07-13,4913.348014982547
2002-07-14,5078.863476093202
2002-07-15,5644.062145627103
2002-07-16,5002.009466475438
2002-07-17,4938.0512991374235
2002-07-18,5062.254221387515
2002-07-19,4861.450643844241
2002-07-20,5193.452220676233
2002-07-21,5594.967363703341
2002-07-22,4713.680591372667
2002-07-23,5318.490909569203
2002-07-24,4556.283073707399
2002-07-25,5742.063356170098
2002-07-26,5168.919617051634
2002-07-27,4752.9862274341785
2002-07-28,5386.761622690319
2002-07-29,4344.704667386
2002-07-30,5657.13308630906
2002-07-31,5240.188592144182
2002-08-01,4568.010996519168
2002-08-02,4476.030792678076
2002-08-03,4854.052283636551
2002-08-04,4309.208465533733
2002-08-05,4470.108170865065
2002-08-06,4890.146928393152
2002-08-07,4499.134724610322
2002-08-08,4081.0617805821344
2002-08-09,4668.870359365447
2002-08-10,5255.792193073154
2002-08-11,5304.760683205428
2002-08-12,5295.213788763569
2002-08-13,5709.93719267707
2002-08-14,4719.962971458639
2002-08-15,5136.2940729818465
2002-08-16,4533.312810407507
2002-08-17,5288.764981512168
2002-08-18,4346.23448471813
2002-08-19,4596.561483499697
2002-08-20,5084.878968366784
2002-08-21,5293.8609210191535
2002-08-22,4634.207421336913
2002-08-23,4209.86536783
2002-08-24,5073.9786587744165
2002-08-25,4224.452619131082
2002-08-26,5478.600904893947
2002-08-27,4809.001940766811
2002-08-28,5115.320448692642
2002-08-29,4049.374309273295
2002-08-30,4778.589473739423
2002-08-31,5048.359047330523
2002-09-01,5129.930680722026
2002-09-02,4798.265991742583
2002-09-03,4520.8234589753665
2002-09-04,5024.212396890606
2002-09-05,5305.852804663348
2002-09-06,4989.348443335896
2002-09-07,5466.386701830597
2002-09-08,4607.17519909118
2002-09-09,5002.125727189984
2002-09-10,4541.204784273077
2002-09-11,5066.612087795193
2002-09-12,5153.976577818269
2002-09-13,4515.512687109447
2002-09-14,5058.3372218648055
2002-09-15,5036.704385336269
2002-09-16,5171.597547710669
2002-09-17,5085.700126960289
2002-09-18,5079.005561065685
2002-09-19,5053.409922067922
2002-09-20,5950.252655976271
2002-09-21,5059.923584446731
2002-09-22,5774.066902208017
2002-09-23,5578.85863005828
2002-09-24,5672.832649273755
2002-09-25,4984.172185137047
2002-09-26,5394.785442774
2002-09-27,4467.598859958455
2002-09-28,4879.686712074733
2002-09-29,5814.2465836491065
2002-09-30,3950.6198728199483
2002-10-01,4791.966489222078
2002-10-02,5241.221154169463
2002-10-03,5605.827183495431
2002-10-04,5015.295294482809
2002-10-05,5049.981200788825
2002-10-06,5531.39556948981
2002-10-07,4612.124352148751
2002-10-08,5090.352061526961
2002-10-09,4437.215803898443
2002-10-10,5331.056292490216
2002-10-11,6837.868164170063
2002-10-12,5089.50667848522
2002-10-13,4833.285790421283
2002-10-14,4910.092390486957
2002-10-15,5401.855735132015
2002-10-16,4520.348833958109
2002-10-17,5079.886339239673
2002-10-18,5249.457442836224
2002-10-19,5380.3534606078465
2002-10-20,5844.481305158201
2002-10-21,4881.887466934875
2002-10-22,5125.020771572629
2002-10-23,4290.783550733992
2002-10-24,5540.1275282821725
2002-10-25,3778.904451417813
2002-10-26,5014.330987707027
2002-10-27,5060.780006809208
2002-10-28,4000.3531620626145
2002-10-29,4160.090233079669
2002-10-30,4281.454404585067
2002-10-31,4736.899901391885
2002-11-01,4774.469265551595
2002-11-02,4430.98716381634
2002-11-03,5053.604598307932
2002-11-04,5755.2942479262165
2002-11-05,5285.76565226077
2002-11-06,4838.366965765655
2002-11-07,5519.071699300902
2002-11-08,4853.530731488077
2002-11-09,5115.816562061642
2002-11-10,5366.9714760477345
2002-11-11,4563.826501288098
2002-11-12,5150.578647637244
2002-11-13,4821.636550339328
2002-11-14,5436.867425512629
2002-11-15,4331.943160571972
2002-11-16,4877.728434450911
2002-11-17,4956.760150885431
2002-11-18,4215.150572149087
2002-11-19,4468.635429027397
2002-11-20,4654.302461495607
2002-11-21,4593.156984766248
2002-11-22,4308.13268284049
2002-11-23,5520.513251420503
2002-11-24,5154.432535682932
2002-11-25,5139.565428774597
2002-11-26,5448.2015965966175
2002-11-27,4704.203770430134
2002-11-28,4755.08534655877
2002-11-29,4634.987742580092
2002-11-30,4918.339224973196
2002-12-01,5278.258458549053
2002-12-02,4645.83426950869
2002-12-03,4975.370073429217
2002-12-04,5182.06958769735
2002-12-05,5593.77239870041
2002-12-06,5544.920258356917
2002-12-07,4670.526839907513
2002-12-08,5208.9142289567035
2002-12-09,5059.614355584802
2002-12-10,4645.244402677195
2002-12-11,5637.561390493375
2002-12-12,5218.987030963217
2002-12-13,4187.235748157367
2002-12-14,5571.526848286595
2002-12-15,5030.18571674486
2002-12-16,5691.85641989186
2002-12-17,5008.3221373634005
2002-12-18,4939.21532906987
2002-12-19,4557.30135779473
2002-12-20,5338.709029203469
2002-12-21,5329.149375577484
2002-12-22,4912.415375588185
2002-12-23,4949.394262687503
2002-12-24,5411.1459252790455
2002-12-25,5127.94656061838
2002-12-26,5345.284027180112
2002-12-27,4794.8025542109945
2002-12-28,4655.439449096419
2002-12-29,4871.678890814205
2002-12-30,5848.897669019446
2002-12-31,4416.903378841108
2003-01-01,4070.700162116488
2003-01-02,5433.08092041093
2003-01-03,4968.597511078417
2003-01-04,4487.950454611873
2003-01-05,4940.182407077549
2003-01-06,5221.391660257107
2003-01-07,4885.429504950893
2003-01-08,4676.99819021327
2003-01-09,4488.441089834632
2003-01-10,4152.800874054594
2003-01-11,4300.82007393245
2003-01-12,5006.581831479293
2003-01-13,5242.47132639792
2003-01-14,5703.456724257019
2003-01-15,4899.497514905009
2003-01-16,5178.4651911167275
2003-01-17,5266.778734651875
2003-01-18,5241.5727693531035
2003-01-19,4956.484212123854
2003-01-20,4447.870681596936
2003-01-21,5108.510408157348
2003-01-22,4689.297236340437
2003-01-23,4775.4684964153785
2003-01-24,4896.8569184090775
2003-01-25,5402.501255718875
2003-01-26,4416.850168710932
2003-01-27,4379.925457877458
2003-01-28,4994.082683574854
2003-01-29,5386.333175612194
2003-01-30,4454.394655621545
2003-01-31,5337.304903249973
2003-02-01,4989.213325282518
2003-02-02,5129.562238780363
2003-02-03,5213.806500328451
2003-02-04,5555.367489511542
2003-02-05,5048.8915813262665
2003-02-06,5548.224273955941
2003-02-07,5627.266709074432
2003-02-08,5170.8106608674725
2003-02-09,5171.76437489885
2003-02-10,4951.51048977708
2003-02-11,5204.708619098684
2003-02-12,4691.90904166822
2003-02-13,5095.159483822803
2003-02-14,6267.792676960837
2003-02-15,4936.4849263229335
2003-02-16,4648.361344461827
2003-02-17,5108.689145509836
2003-02-18,5032.551865133623
2003-02-19,5550.613961298608
2003-02-20,4802.366474661926
2003-02-21,5128.395763754794
2003-02-22,4967.748242758541
2003-02-23,5545.187071836126
2003-02-24,5346.010714209365
2003-02-25,5061.584994670354
2003-02-26,5707.746037933951
2003-02-27,5025.935341613035
2003-02-28,5586.581562821037
2003-03-01,5610.006192960551
2003-03-02,5666.317223548929
2003-03-03,4832.021470854422
2003-03-04,5274.180413855854
2003-03-05,4027.8900337925074
2003-03-06,4410.631636189207
2003-03-07,4480.226247724608
2003-03-08,4520.68517646462
2003-03-09,4159.605465008094
2003-03-10,5776.804634384474
2003-03-11,4815.741488277833
2003-03-12,5317.473791493327
2003-03-13,5026.244549607084
2003-03-14,4787.448317467972
2003-03-15,5035.201736523713
2003-03-16,4737.319893456191
2003-03-17,4820.3605528799635
2003-03-18,4550.657049686645
2003-03-19,4754.967143552875
2003-03-20,4789.835922475645
2003-03-21,5129.830317057397
2003-03-22,5163.724546020833
2003-03-23,5168.974834374907
2003-03-24,5902.787936925552
2003-03-25,4904.664736533928
2003-03-26,5122.975340412915
2003-03-27,5487.074110571972
2003-03-28,4874.852069400368
2003-03-29,5046.19268886822
2003-03-30,4503.85735572632
2003-03-31,4444.24130864895
2003-04-01,6245.873366603545
2003-04-02,4164.456697393068
2003-04-03,5907.669352555376
2003-04-04,3760.9094867305475
2003-04-05,5223.516510814309
2003-04-06,4892.635878238396
2003-04-07,5348.942804266244
2003-04-08,5368.375578408116
2003-04-09,4977.993090248974
2003-04-10,4784.427913874836
2003-04-11,5008.767647691434
2003-04-12,5166.475840642231
2003-04-13,4805.828599909615
2003-04-14,5227.283393444538
2003-04-15,4654.055217302484
2003-04-16,5578.160799855028
2003-04-17,5031.943099392582
2003-04-18,5227.472777585735
2003-04-19,4454.668581465628
2003-04-20,5484.147319526974
2003-04-21,4719.579627462329
2003-04-22,5323.510609715797
2003-04-23,5136.470797471146
2003-04-24,4924.578531129126
2003-04-25,4217.274424658356
2003-04-26,4951.991887656603
2003-04-27,4816.9087520589155
2003-04-28,4701.834149726072
2003-04-29,5154.151634463352
2003-04-30,5537.077808824587
2003-05-01,5069.75357107935
2003-05-02,4747.294264088525
2003-05-03,5494.013082893057
2003-05-04,5001.0327987689825
2003-05-05,5274.858752261514
2003-05-06,5375.1062230916
2003-05-07,4453.800250787759
2003-05-08,4001.158543532534
2003-05-09,4149.457719607239
2003-05-10,4440.987392002746
2003-05-11,5504.168334254429
2003-05-12,4605.27180344744
2003-05-13,5198.728100144427
2003-05-14,5303.770629455064
2003-05-15,4791.716297403645
2003-05-16,4476.71972266221
2003-05-17,4870.287613536642
2003-05-18,4936.826014580828
2003-05-19,6028.599896768589
2003-05-20,4136.647033635056
2003-05-21,4255.400842454511
2003-05-22,5206.747084173345
2003-05-23,5677.39065509903
2003-05-24,4674.074380513972
2003-05-25,4805.631644141614
2003-05-26,5122.266351803893
2003-05-27,4943.270196134234
2003-05-28,5940.956774627736
2003-05-29,4974.591521123207
2003-05-30,5047.197706867852
2003-05-31,4739.043761583219
2003-06-01,4025.668796074653
2003-06-02,4748.833324610691
2003-06-03,5427.349442621006
2003-06-04,5752.502635980593
2003-06-05,4869.05341188477
2003-06-06,5122.050538341284
2003-06-07,4876.28882767957
2003-06-08,4621.996900239973
2003-06-09,4606.447185808682
2003-06-10,5622.261334297007
2003-06-11,5015.770748913063
2003-06-12,5660.031762982333
2003-06-13,4743.276810585628
2003-06-14,5563.638874861631
2003-06-15,4878.2694949368315
2003-06-16,5108.658538375417
2003-06-17,4524.2467077267165
2003-06-18,5535.563824682929
2003-06-19,4813.170445483152
2003-06-20,4875.351004498704
2003-06-21,4680.9711603469805
2003-06-22,4814.06490593825
2003-06-23,5233.683882223711
2003-06-24,5139.382579813247
2003-06-25,5341.5269583447325
2003-06-26,5725.105370326528
2003-06-27,5887.3134173809085
2003-06-28,5237.351963677153
2003-06-29,4996.2096291400585
2003-06-30,4694.545223831104
2003-07-01,5480.5251323613975
2003-07-02,5742.203598801046
2003-07-03,4929.740230386986
2003-07-04,4363.357398958319
2003-07-05,5572.2747822123965
2003-07-06,5090.115089903644
2003-07-07,4077.521462030747
2003-07-08,4843.308652761205
2003-07-09,4244.838800998134
2003-07-10,4531.527593065686
2003-07-11,4837.542040325834
2003-07-12,5113.100687490553
2003-07-13,5641.8942886554105
