DATETIME,day_ahead_price
2015-12-04,34.836720625
2015-12-05,34.591774375
2015-12-06,33.59565104166666
2015-12-07,29.564076458333332
2015-12-08,36.279120416666665
2015-12-09,43.304266041666665
2015-12-10,43.226114583333334
2015-12-11,37.383535
2015-12-12,38.33528604166667
2015-12-13,51.75343916666667
2015-12-14,36.04129583333333
2015-12-15,38.05994875
2015-12-16,30.364766875
2015-12-17,32.007623333333335
2015-12-18,26.436334583333334
2015-12-19,32.861649375
2015-12-20,31.49232895833333
2015-12-21,36.32364041666667
2015-12-22,38.415559583333334
2015-12-23,18.715799583333332
2015-12-24,34.805490625
2015-12-25,44.39909583333333
2015-12-26,23.321546041666668
2015-12-27,34.789641249999995
2015-12-28,31.298429583333334
2015-12-29,19.533669375
2015-12-30,39.890022083333335
2015-12-31,32.309523125
2016-01-01,37.49509083333333
2016-01-02,32.24776270833333
2016-01-03,32.94225723404256
2016-01-04,31.315432916666666
2016-01-05,43.034062500000005
2016-01-06,32.10640229166667
2016-01-07,38.955273541666664
2016-01-08,46.592284166666666
2016-01-09,33.610812083333336
2016-01-10,46.54789916666667
2016-01-11,40.18207
2016-01-12,37.570971875
2016-01-13,38.30951604166667
2016-01-14,37.673226666666665
2016-01-15,46.94093604166667
2016-01-16,61.67399541666666
2016-01-17,57.622150833333336
2016-01-18,32.89620875
2016-01-19,41.589094375
2016-01-20,37.50321833333333
2016-01-21,34.91998854166667
2016-01-22,39.644058541666666
2016-01-23,38.607778958333334
2016-01-24,34.46657854166667
2016-01-25,30.418644999999998
2016-01-26,30.4153275
2016-01-27,33.712592083333334
2016-01-28,35.86057270833333
2016-01-29,43.03674541666667
2016-01-30,36.92101145833333
2016-01-31,43.46928541666667
2016-02-01,44.10412875
2016-02-02,38.575687916666666
2016-02-03,37.736413750000004
2016-02-04,38.603826250000004
2016-02-05,34.20139520833333
2016-02-06,39.07987875
2016-02-07,32.984646875
2016-02-08,42.11877895833333
2016-02-09,41.04907791666667
2016-02-10,33.70856625
2016-02-11,30.262854583333333
2016-02-12,34.62048020833333
2016-02-13,44.06682333333333
2016-02-14,30.121309166666666
2016-02-15,42.28021625
2016-02-16,33.59284916666667
2016-02-17,42.839394375000005
2016-02-18,34.95256166666667
2016-02-19,29.295495833333334
2016-02-20,36.224762500000004
2016-02-21,29.352085
2016-02-22,31.035371875
2016-02-23,31.549576875
2016-02-24,37.35801854166667
2016-02-25,25.556808333333333
2016-02-26,39.40510166666667
2016-02-27,35.88779770833333
2016-02-28,29.680969791666666
2016-02-29,25.524859375000002
2016-03-01,34.96955
2016-03-02,63.33605541666666
2016-03-03,46.65199208333333
2016-03-04,33.240128750000004
2016-03-05,34.09687875
2016-03-06,34.93920125
2016-03-07,34.403748125
2016-03-08,43.707218125
2016-03-09,53.66550083333333
2016-03-10,84.56438729166666
2016-03-11,37.48559375
2016-03-12,32.20850375
2016-03-13,30.43372583333333
2016-03-14,22.111151250000002
2016-03-15,29.94050770833333
2016-03-16,28.436150208333334
2016-03-17,34.131490625
2016-03-18,50.88715333333334
2016-03-19,30.45877833333333
2016-03-20,30.042875624999997
2016-03-21,26.277993749999997
2016-03-22,47.97927895833333
2016-03-23,47.81107395833333
2016-03-24,28.632233333333332
2016-03-25,12.018905833333333
2016-03-26,17.801361041666667
2016-03-27,7.6896065217391305
2016-03-28,24.758328958333333
2016-03-29,35.36569541666667
2016-03-30,27.95621416666667
2016-03-31,34.26575333333333
2016-04-01,25.371283958333336
2016-04-02,40.22098041666667
2016-04-03,32.889624375000004
2016-04-04,24.712186041666666
2016-04-05,22.731610416666665
2016-04-06,18.606060833333334
2016-04-07,37.639843125
2016-04-08,30.249723958333334
2016-04-09,33.354514375
2016-04-10,27.303463750000002
2016-04-11,50.292884375
2016-04-12,34.09520020833333
2016-04-13,31.284310625
2016-04-14,29.902927708333333
2016-04-15,68.89684479166667
2016-04-16,32.98973541666667
2016-04-17,32.02128416666667
2016-04-18,33.155421249999996
2016-04-19,40.298610833333335
2016-04-20,23.055258124999998
2016-04-21,28.53887125
2016-04-22,55.16322916666667
2016-04-23,29.36140125
2016-04-24,37.613233541666666
2016-04-25,48.509993333333334
2016-04-26,37.04708
2016-04-27,38.462229791666665
2016-04-28,40.95166208333333
2016-04-29,39.382746250000004
2016-04-30,50.832102291666665
2016-05-01,27.018653125
2016-05-02,31.18169875
2016-05-03,29.05148625
2016-05-04,23.190024583333336
2016-05-05,24.679773541666666
2016-05-06,26.923044791666666
2016-05-07,33.698462291666665
2016-05-08,26.587014166666666
2016-05-09,48.20016479166667
2016-05-10,61.641220000000004
2016-05-11,56.32238375
2016-05-12,24.854193541666664
2016-05-13,23.651949583333334
2016-05-14,18.81155875
2016-05-15,22.62190916666667
2016-05-16,22.502193125
2016-05-17,22.56797416666667
2016-05-18,22.945945416666664
2016-05-19,26.901770416666665
2016-05-20,25.4756225
2016-05-21,27.948915833333334
2016-05-22,36.9991325
2016-05-23,24.886366041666665
2016-05-24,24.029559375
2016-05-25,34.97846645833334
2016-05-26,34.657042499999996
2016-05-27,29.187939791666665
2016-05-28,29.95078583333333
2016-05-29,22.524949791666668
2016-05-30,27.066395208333333
2016-05-31,35.68037291666666
2016-06-01,40.220285
2016-06-02,23.076385833333333
2016-06-03,37.33404291666667
2016-06-04,36.826535
2016-06-05,38.64974479166667
2016-06-06,32.21938395833333
2016-06-07,48.65317520833333
2016-06-08,33.103753125000004
2016-06-09,43.40548104166667
2016-06-10,46.17674979166667
2016-06-11,51.04599166666667
2016-06-12,52.61442625
2016-06-13,39.86576395833333
2016-06-14,32.01767604166667
2016-06-15,30.042506875
2016-06-16,41.82366125
2016-06-17,31.134470833333335
2016-06-18,37.4616425
2016-06-19,31.419725416666665
2016-06-20,40.78875583333333
2016-06-21,30.499271875
2016-06-22,40.760400624999996
2016-06-23,49.801402708333335
2016-06-24,31.27012625
2016-06-25,30.979106875
2016-06-26,48.36200645833333
2016-06-27,38.44895625
2016-06-28,34.805798125
2016-06-29,37.58959
2016-06-30,35.055259375
2016-07-01,36.31695229166667
2016-07-02,24.114660833333332
2016-07-03,47.27615458333333
2016-07-04,37.50576145833333
2016-07-05,28.762860416666665
2016-07-06,29.104629583333335
2016-07-07,35.578586666666666
2016-07-08,31.27249395833333
2016-07-09,43.00560291666667
2016-07-10,36.53153604166666
2016-07-11,28.428656458333332
2016-07-12,31.7436225
2016-07-13,28.142190208333332
2016-07-14,32.50534854166667
2016-07-15,32.90628541666667
2016-07-16,14.497400416666666
2016-07-17,35.56193833333334
2016-07-18,48.30956270833334
2016-07-19,66.24984833333333
2016-07-20,58.55138416666667
2016-07-21,32.015176458333336
2016-07-22,33.637294583333336
2016-07-23,39.710470208333334
2016-07-24,44.67723958333334
2016-07-25,29.423209166666666
2016-07-26,29.794003333333333
2016-07-27,30.76005875
2016-07-28,27.528300625
2016-07-29,37.47203
2016-07-30,30.089937916666667
2016-07-31,23.263633958333333
2016-08-01,36.12652229166667
2016-08-02,28.02069625
2016-08-03,28.58652041666667
2016-08-04,29.406419166666666
2016-08-05,27.445440833333333
2016-08-06,23.299409166666667
2016-08-07,2.9463689583333337
2016-08-08,21.475801666666666
2016-08-09,23.92360875
2016-08-10,34.350365833333335
2016-08-11,31.67606625
2016-08-12,36.10928041666667
2016-08-13,39.89416375
2016-08-14,39.772161875
2016-08-15,35.109595
2016-08-16,34.70810875
2016-08-17,39.09733020833333
2016-08-18,27.99271979166667
2016-08-19,43.0034675
2016-08-20,22.60870583333333
2016-08-21,29.97837208333333
2016-08-22,32.223369999999996
2016-08-23,35.06140083333333
2016-08-24,57.295434166666666
2016-08-25,62.880652708333336
2016-08-26,29.068573333333333
2016-08-27,27.636853333333335
2016-08-28,30.655798541666666
2016-08-29,23.43818604166667
2016-08-30,25.31911854166667
2016-08-31,34.50514875
2016-09-01,20.848544999999998
2016-09-02,32.5799175
2016-09-03,45.69713645833334
2016-09-04,36.16551625
2016-09-05,57.624935
2016-09-06,51.770966249999994
2016-09-07,78.08843770833333
2016-09-08,24.700090208333332
2016-09-09,27.020917083333334
2016-09-10,36.51863770833334
2016-09-11,9.384104583333333
2016-09-12,39.7772825
2016-09-13,96.80793249999999
2016-09-14,39.047338333333336
2016-09-15,57.938555625
2016-09-16,29.62331125
2016-09-17,24.036748125000003
2016-09-18,25.187569166666666
2016-09-19,28.317860624999998
2016-09-20,33.898717291666664
2016-09-21,33.93766854166667
2016-09-22,28.918151875000003
2016-09-23,24.892425625
2016-09-24,35.463087916666666
2016-09-25,23.709084583333333
2016-09-26,50.81792458333334
2016-09-27,33.624855625
2016-09-28,35.530631666666665
2016-09-29,34.760770208333334
2016-09-30,39.98418354166667
2016-10-01,35.613262291666665
2016-10-02,37.864432916666665
2016-10-03,29.229429791666664
2016-10-04,26.3498925
2016-10-05,30.528562708333336
2016-10-06,31.46697979166667
2016-10-07,106.35730854166667
2016-10-08,52.77622770833333
2016-10-09,48.70895520833333
2016-10-10,38.75555270833333
2016-10-11,54.160559166666665
2016-10-12,51.95112
2016-10-13,47.081616249999996
2016-10-14,37.047540833333336
2016-10-15,45.49535854166667
2016-10-16,24.751809166666664
2016-10-17,35.039335625
2016-10-18,30.872698958333334
2016-10-19,40.744676041666665
2016-10-20,32.94121520833333
2016-10-21,37.590564375
2016-10-22,50.007660208333334
2016-10-23,35.4535225
2016-10-24,68.8891625
2016-10-25,44.31048666666666
2016-10-26,38.9234825
2016-10-27,36.365597083333334
2016-10-28,33.117046458333334
2016-10-29,46.373624791666664
2016-10-30,53.017414200000005
2016-10-31,59.81950041666667
2016-11-01,39.15995604166667
2016-11-02,71.40955666666666
2016-11-03,87.57706854166666
2016-11-04,44.66538104166667
2016-11-05,38.718195208333334
2016-11-06,45.86611833333333
2016-11-07,45.346871666666665
2016-11-08,226.898649375
2016-11-09,128.53057583333333
2016-11-10,43.85410791666666
2016-11-11,44.82027958333333
2016-11-12,72.84113395833333
2016-11-13,47.652231666666665
2016-11-14,40.765222916666666
2016-11-15,45.62600020833333
2016-11-16,45.387938125
2016-11-17,75.34977520833333
2016-11-18,51.33322854166667
2016-11-19,52.260707708333335
2016-11-20,199.79550979166666
2016-11-21,59.16579375
2016-11-22,63.64851145833333
2016-11-23,52.32914416666667
2016-11-24,46.403600000000004
2016-11-25,52.04589416666667
2016-11-26,49.16033354166667
2016-11-27,44.14589791666666
2016-11-28,53.685365625
2016-11-29,63.569053125
2016-11-30,42.27186270833334
2016-12-01,44.38995895833333
2016-12-02,66.14325520833333
2016-12-03,38.06527104166667
2016-12-04,42.04951041666667
2016-12-05,81.301301875
2016-12-06,62.90224270833334
2016-12-07,36.247445416666665
2016-12-08,35.56758583333333
2016-12-09,35.489579375
2016-12-10,49.58425333333333
2016-12-11,41.06331895833333
2016-12-12,63.66667854166667
2016-12-13,41.668590625
2016-12-14,36.441249375
2016-12-15,38.122147500000004
2016-12-16,35.687995625
2016-12-17,35.593522291666666
2016-12-18,33.98995395833333
2016-12-19,35.512303958333334
2016-12-20,34.845183541666664
2016-12-21,45.295633124999995
2016-12-22,34.24115291666667
2016-12-23,49.27487895833334
2016-12-24,38.292214791666666
2016-12-25,35.58018583333333
2016-12-26,48.20446416666667
2016-12-27,59.46506854166666
2016-12-28,57.47450645833334
2016-12-29,56.477105625
2016-12-30,44.62904229166667
2016-12-31,42.86459666666667
2017-01-01,43.27873291666666
2017-01-02,46.201229375
2017-01-03,39.142786666666666
2017-01-04,42.98161041666666
2017-01-05,59.572785
2017-01-06,68.32102895833333
2017-01-07,59.613714583333326
2017-01-08,45.611459375
2017-01-09,43.70407541666666
2017-01-10,44.675395625
2017-01-11,50.20033645833333
2017-01-12,69.71102958333333
2017-01-13,61.66299395833334
2017-01-14,59.39429270833333
2017-01-15,57.726925208333334
2017-01-16,69.66884291666666
2017-01-17,43.1864425
2017-01-18,40.87448916666667
2017-01-19,42.77627395833333
2017-01-20,42.86396583333333
2017-01-21,54.57403729166666
2017-01-22,61.20211125
2017-01-23,62.54619875
2017-01-24,43.73727875
2017-01-25,54.7767675
2017-01-26,77.46463791666666
2017-01-27,75.62698833333333
2017-01-28,44.86277895833334
2017-01-29,67.90458375
2017-01-30,46.758099791666666
2017-01-31,62.2407375
2017-02-01,41.08260083333334
2017-02-02,36.20438791666667
2017-02-03,43.10700729166667
2017-02-04,57.10520895833333
2017-02-05,46.777234791666665
2017-02-06,51.299600625000004
2017-02-07,53.424746666666664
2017-02-08,53.869163541666666
2017-02-09,70.16300229166667
2017-02-10,63.189715416666665
2017-02-11,63.332358125000006
2017-02-12,56.95026583333333
2017-02-13,37.75213458333334
2017-02-14,57.265026875
2017-02-15,45.174235833333334
2017-02-16,35.85812104166667
2017-02-17,37.98508916666667
2017-02-18,33.560872708333335
2017-02-19,33.63469145833333
2017-02-20,31.675397916666668
2017-02-21,34.16843625
2017-02-22,26.72645
2017-02-23,47.091035
2017-02-24,44.79429166666667
2017-02-25,42.90899458333333
2017-02-26,34.444825208333334
2017-02-27,53.87029979166667
2017-02-28,54.809244166666666
2017-03-01,47.180878541666665
2017-03-02,42.496348125000004
2017-03-03,54.436936874999994
2017-03-04,34.645821041666665
2017-03-05,52.244523125
2017-03-06,45.22368583333333
2017-03-07,36.138334375
2017-03-08,33.26662604166667
2017-03-09,30.600590625
2017-03-10,41.848516875
2017-03-11,42.34370270833333
2017-03-12,32.88524375
2017-03-13,29.522803125
2017-03-14,30.692090208333337
2017-03-15,32.87533
2017-03-16,32.04085395833334
2017-03-17,38.16869520833333
2017-03-18,50.355134791666664
2017-03-19,34.594123125
2017-03-20,38.45354020833333
2017-03-21,33.836765625
2017-03-22,30.618245208333335
2017-03-23,35.420219583333335
2017-03-24,62.70887541666667
2017-03-25,34.47675666666667
2017-03-26,30.35314608695652
2017-03-27,54.14497145833334
2017-03-28,45.3743225
2017-03-29,38.246045208333335
2017-03-30,35.54347645833334
2017-03-31,18.044578333333334
2017-04-01,27.204685833333333
2017-04-02,27.031111041666666
2017-04-03,30.812319583333334
2017-04-04,34.91058770833333
2017-04-05,32.120639375
2017-04-06,26.694939583333333
2017-04-07,33.249952291666666
2017-04-08,32.103160625
2017-04-09,31.95451125
2017-04-10,30.867633333333334
2017-04-11,26.939168541666664
2017-04-12,33.9945725
2017-04-13,46.659318750000004
2017-04-14,43.573970624999994
2017-04-15,30.901201041666667
2017-04-16,31.459831041666664
2017-04-17,44.79086291666667
2017-04-18,34.88229895833333
2017-04-19,45.80657333333334
2017-04-20,29.98413229166667
2017-04-21,41.00752833333333
2017-04-22,35.66005479166667
2017-04-23,28.235644166666663
2017-04-24,34.982575000000004
2017-04-25,48.87286604166667
2017-04-26,64.32311645833333
2017-04-27,50.142376041666665
2017-04-28,55.10446208333334
2017-04-29,45.42629875
2017-04-30,32.42791166666667
2017-05-01,42.67777458333333
2017-05-02,45.295549375
2017-05-03,39.993733541666664
2017-05-04,36.42724916666666
2017-05-05,33.647138958333336
2017-05-06,56.75162208333333
2017-05-07,45.372991041666666
2017-05-08,38.54844104166667
2017-05-09,61.978112083333336
2017-05-10,43.267218125
2017-05-11,43.06040541666667
2017-05-12,64.53428833333334
2017-05-13,48.050389375
2017-05-14,36.70276916666666
2017-05-15,58.06070020833334
2017-05-16,62.29591645833333
2017-05-17,177.83663020833333
2017-05-18,45.414168125
2017-05-19,43.183924166666664
2017-05-20,47.9843825
2017-05-21,36.480895625
2017-05-22,39.484489375
2017-05-23,37.052913958333335
2017-05-24,33.400884999999995
2017-05-25,37.47719625
2017-05-26,45.23561625
2017-05-27,60.380213958333336
2017-05-28,30.95856541666667
2017-05-29,64.43050583333333
2017-05-30,31.227436666666666
2017-05-31,31.012383541666665
2017-06-01,28.95250375
2017-06-02,36.16075729166666
2017-06-03,31.174276875
2017-06-04,32.716827708333334
2017-06-05,29.8728275
2017-06-06,31.41975604166667
2017-06-07,23.907729375
2017-06-08,42.669171874999996
2017-06-09,36.783115208333335
2017-06-10,29.038184375
2017-06-11,34.266889791666664
2017-06-12,25.66457145833333
2017-06-13,30.253463541666665
2017-06-14,30.765341875
2017-06-15,27.579801458333336
2017-06-16,30.520738750000003
2017-06-17,23.301092291666667
2017-06-18,43.24484208333333
2017-06-19,80.62779270833333
2017-06-20,37.99015375
2017-06-21,75.42277625
2017-06-22,41.43020020833333
2017-06-23,30.700075625
2017-06-24,4.724071666666667
2017-06-25,33.03811145833333
2017-06-26,27.985744375
2017-06-27,40.89822645833333
2017-06-28,34.719617291666665
2017-06-29,34.27030083333333
2017-06-30,38.92167979166667
2017-07-01,26.080106458333333
2017-07-02,24.714714791666665
2017-07-03,30.176110416666663
2017-07-04,35.87371354166667
2017-07-05,52.638111458333334
2017-07-06,44.48618916666667
2017-07-07,54.44693625
2017-07-08,22.210845625
2017-07-09,33.22587083333333
2017-07-10,46.6354725
2017-07-11,30.356186041666664
2017-07-12,32.191956874999995
2017-07-13,44.685014375
2017-07-14,32.104901250000005
2017-07-15,30.662768125
2017-07-16,33.58530708333333
2017-07-17,35.13476375
2017-07-18,32.922378333333334
2017-07-19,58.718495625
2017-07-20,35.11807708333333
2017-07-21,36.738517916666666
2017-07-22,35.750468125000005
2017-07-23,30.938083333333335
2017-07-24,35.74284
2017-07-25,42.882949583333335
2017-07-26,33.001475
2017-07-27,36.85201166666666
2017-07-28,55.63208125
2017-07-29,40.48086083333333
2017-07-30,41.81145895833333
2017-07-31,26.095245833333333
2017-08-01,30.67122270833333
2017-08-02,41.68501375
2017-08-03,43.333638541666666
2017-08-04,33.57175208333333
2017-08-05,28.846710625
2017-08-06,34.24417458333333
2017-08-07,36.700215625
2017-08-08,44.835225208333334
2017-08-09,39.99793625
2017-08-10,29.541413958333333
2017-08-11,40.369055625
2017-08-12,48.48293520833334
2017-08-13,40.284592708333335
2017-08-14,41.08119875
2017-08-15,36.55657708333333
2017-08-16,34.10747020833333
2017-08-17,57.00014291666667
2017-08-18,35.91364895833333
2017-08-19,21.010411041666668
2017-08-20,41.89667729166667
2017-08-21,44.136466874999996
2017-08-22,50.36313125
2017-08-23,50.588514583333335
2017-08-24,38.18851
2017-08-25,39.521860833333335
2017-08-26,44.265635
2017-08-27,36.816374583333335
2017-08-28,36.70719354166666
2017-08-29,59.74190333333333
2017-08-30,35.433815208333336
2017-08-31,41.22591791666667
2017-09-01,38.83692270833333
2017-09-02,29.909345416666667
2017-09-03,39.43492416666667
2017-09-04,58.75693166666667
2017-09-05,49.53986666666666
2017-09-06,37.412338541666664
2017-09-07,43.260191875000004
2017-09-08,40.130095833333336
2017-09-09,37.699766458333336
2017-09-10,53.0093775
2017-09-11,32.01032416666667
2017-09-12,53.35391895833334
2017-09-13,54.450956875
2017-09-14,43.61879916666667
2017-09-15,54.934148541666666
2017-09-16,53.40714416666666
2017-09-17,56.69454875
2017-09-18,47.728835624999995
2017-09-19,36.54665270833333
2017-09-20,54.81705916666667
2017-09-21,55.32733166666667
2017-09-22,37.907538333333335
2017-09-23,37.81718229166667
2017-09-24,57.127975625
2017-09-25,53.67826416666667
2017-09-26,40.150931875
2017-09-27,47.60203708333333
2017-09-28,44.362555625
2017-09-29,42.654584375
2017-09-30,45.546936875
2017-10-01,41.20778020833333
2017-10-02,29.976806041666666
2017-10-03,31.862603333333336
2017-10-04,53.06363291666667
2017-10-05,50.018880208333336
2017-10-06,51.61141270833334
2017-10-07,48.617846875
2017-10-08,49.60220604166667
2017-10-09,58.37122208333333
2017-10-10,31.80947666666667
2017-10-11,43.05826854166667
2017-10-12,24.91802125
2017-10-13,53.046340625
2017-10-14,40.602989791666666
2017-10-15,48.253864375
2017-10-16,58.58415125
2017-10-17,37.064985625
2017-10-18,59.60583041666666
2017-10-19,53.745177291666664
2017-10-20,38.128566041666666
2017-10-21,38.058092708333334
2017-10-22,36.438028958333334
2017-10-23,45.77748729166667
2017-10-24,38.69804833333333
2017-10-25,34.47034583333333
2017-10-26,34.081831666666666
2017-10-27,36.013276041666664
2017-10-28,36.147204375
2017-10-29,27.1591758
2017-10-30,47.79260958333333
2017-10-31,51.80447604166667
2017-11-01,47.193210625
2017-11-02,55.507458541666665
2017-11-03,40.391865
2017-11-04,41.826719583333336
2017-11-05,36.57649979166667
2017-11-06,38.13575604166667
