DATETIME,uk_cpi,uk_gdp_index,bank_rate
2001-10-13,73.86129032258064,71.8,4.371428571428572
2001-10-14,73.85806451612903,71.8,4.357142857142857
2001-10-15,73.85483870967742,71.8,4.3428571428571425
2001-10-16,73.85161290322581,71.8,4.328571428571428
2001-10-17,73.84838709677419,71.8,4.314285714285714
2001-10-18,73.84516129032258,71.8,4.3
2001-10-19,73.84193548387097,71.8,4.285714285714286
2001-10-20,73.83870967741936,71.8,4.271428571428571
2001-10-21,73.83548387096774,71.8,4.257142857142857
2001-10-22,73.83225806451613,71.8,4.242857142857143
2001-10-23,73.82903225806452,71.8,4.228571428571429
2001-10-24,73.8258064516129,71.8,4.214285714285714
2001-10-25,73.8225806451613,71.8,4.2
2001-10-26,73.81935483870967,71.8,4.185714285714286
2001-10-27,73.81612903225806,71.8,4.171428571428572
2001-10-28,73.81290322580645,71.8,4.1571428571428575
2001-10-29,73.80967741935484,71.8,4.142857142857143
2001-10-30,73.80645161290322,71.8,4.128571428571428
2001-10-31,73.80322580645161,71.8,4.114285714285714
2001-11-01,73.8,71.8,4.1
2001-11-02,73.80666666666666,71.8,4.085714285714285
2001-11-03,73.81333333333333,71.8,4.071428571428571
2001-11-04,73.82,71.8,4.057142857142857
2001-11-05,73.82666666666667,71.8,4.042857142857143
2001-11-06,73.83333333333333,71.8,4.0285714285714285
2001-11-07,73.84,71.8,4.014285714285714
2001-11-08,73.84666666666666,71.8,4.0
2001-11-09,73.85333333333332,71.8,3.9994505494505495
2001-11-10,73.86,71.8,3.998901098901099
2001-11-11,73.86666666666666,71.8,3.9983516483516484
2001-11-12,73.87333333333333,71.8,3.997802197802198
2001-11-13,73.88,71.8,3.9972527472527473
2001-11-14,73.88666666666667,71.8,3.9967032967032967
2001-11-15,73.89333333333333,71.8,3.996153846153846
2001-11-16,73.9,71.8,3.9956043956043956
2001-11-17,73.90666666666667,71.8,3.995054945054945
2001-11-18,73.91333333333333,71.8,3.9945054945054945
2001-11-19,73.92,71.8,3.993956043956044
2001-11-20,73.92666666666666,71.8,3.9934065934065934
2001-11-21,73.93333333333334,71.8,3.992857142857143
2001-11-22,73.94,71.8,3.9923076923076923
2001-11-23,73.94666666666667,71.8,3.991758241758242
2001-11-24,73.95333333333333,71.8,3.9912087912087912
2001-11-25,73.96,71.8,3.9906593406593407
2001-11-26,73.96666666666667,71.8,3.99010989010989
2001-11-27,73.97333333333333,71.8,3.9895604395604396
2001-11-28,73.98,71.8,3.989010989010989
2001-11-29,73.98666666666666,71.8,3.9884615384615385
2001-11-30,73.99333333333334,71.8,3.987912087912088
2001-12-01,74.0,71.8,3.9873626373626374
2001-12-02,73.99032258064516,71.80645161290322,3.986813186813187
2001-12-03,73.98064516129033,71.81290322580645,3.9862637362637363
2001-12-04,73.97096774193548,71.81935483870967,3.9857142857142858
2001-12-05,73.96129032258065,71.8258064516129,3.985164835164835
2001-12-06,73.95161290322581,71.83225806451613,3.9846153846153847
2001-12-07,73.94193548387096,71.83870967741936,3.984065934065934
2001-12-08,73.93225806451613,71.84516129032258,3.9835164835164836
2001-12-09,73.92258064516129,71.8516129032258,3.982967032967033
2001-12-10,73.91290322580645,71.85806451612903,3.9824175824175825
2001-12-11,73.90322580645162,71.86451612903225,3.981868131868132
2001-12-12,73.89354838709677,71.87096774193549,3.9813186813186814
2001-12-13,73.88387096774194,71.87741935483871,3.980769230769231
2001-12-14,73.8741935483871,71.88387096774193,3.9802197802197803
2001-12-15,73.86451612903225,71.89032258064516,3.9796703296703297
2001-12-16,73.85483870967742,71.89677419354838,3.979120879120879
2001-12-17,73.84516129032258,71.90322580645162,3.9785714285714286
2001-12-18,73.83548387096775,71.90967741935484,3.978021978021978
2001-12-19,73.8258064516129,71.91612903225807,3.9774725274725276
2001-12-20,73.81612903225806,71.92258064516129,3.976923076923077
2001-12-21,73.80645161290323,71.92903225806451,3.9763736263736265
2001-12-22,73.79677419354839,71.93548387096774,3.975824175824176
2001-12-23,73.78709677419356,71.94193548387096,3.9752747252747254
2001-12-24,73.77741935483871,71.9483870967742,3.974725274725275
2001-12-25,73.76774193548387,71.95483870967742,3.9741758241758243
2001-12-26,73.75806451612904,71.96129032258064,3.9736263736263737
2001-12-27,73.7483870967742,71.96774193548387,3.973076923076923
2001-12-28,73.73870967741935,71.97419354838709,3.9725274725274726
2001-12-29,73.72903225806452,71.98064516129033,3.971978021978022
2001-12-30,73.71935483870968,71.98709677419355,3.9714285714285715
2001-12-31,73.70967741935485,71.99354838709678,3.970879120879121
2002-01-01,73.7,72.0,3.9703296703296704
2002-01-02,73.70322580645161,71.99354838709678,3.96978021978022
2002-01-03,73.70645161290322,71.98709677419355,3.9692307692307693
2002-01-04,73.70967741935485,71.98064516129033,3.968681318681319
2002-01-05,73.71290322580646,71.97419354838709,3.9681318681318682
2002-01-06,73.71612903225807,71.96774193548387,3.9675824175824177
2002-01-07,73.71935483870968,71.96129032258064,3.967032967032967
2002-01-08,73.72258064516129,71.95483870967742,3.9664835164835166
2002-01-09,73.72580645161291,71.9483870967742,3.965934065934066
2002-01-10,73.72903225806452,71.94193548387096,3.9653846153846155
2002-01-11,73.73225806451613,71.93548387096774,3.964835164835165
2002-01-12,73.73548387096774,71.92903225806451,3.9642857142857144
2002-01-13,73.73870967741935,71.92258064516129,3.963736263736264
2002-01-14,73.74193548387098,71.91612903225807,3.9631868131868133
2002-01-15,73.74516129032259,71.90967741935484,3.9626373626373628
2002-01-16,73.7483870967742,71.90322580645162,3.9620879120879122
2002-01-17,73.7516129032258,71.89677419354838,3.9615384615384617
2002-01-18,73.75483870967741,71.89032258064516,3.960989010989011
2002-01-19,73.75806451612902,71.88387096774193,3.9604395604395606
2002-01-20,73.76129032258065,71.87741935483871,3.95989010989011
2002-01-21,73.76451612903226,71.87096774193549,3.9593406593406595
2002-01-22,73.76774193548387,71.86451612903225,3.958791208791209
2002-01-23,73.77096774193548,71.85806451612903,3.9582417582417584
2002-01-24,73.77419354838709,71.8516129032258,3.957692307692308
2002-01-25,73.77741935483871,71.84516129032258,3.9571428571428573
2002-01-26,73.78064516129032,71.83870967741936,3.9565934065934067
2002-01-27,73.78387096774193,71.83225806451613,3.956043956043956
2002-01-28,73.78709677419354,71.8258064516129,3.9554945054945057
2002-01-29,73.79032258064515,71.81935483870967,3.954945054945055
2002-01-30,73.79354838709678,71.81290322580645,3.9543956043956046
2002-01-31,73.79677419354839,71.80645161290322,3.953846153846154
2002-02-01,73.8,71.8,3.9532967032967035
2002-02-02,73.81071428571428,71.80714285714285,3.952747252747253
2002-02-03,73.82142857142857,71.81428571428572,3.9521978021978024
2002-02-04,73.83214285714286,71.82142857142857,3.951648351648352
2002-02-05,73.84285714285714,71.82857142857142,3.9510989010989013
2002-02-06,73.85357142857143,71.83571428571429,3.9505494505494507
2002-02-07,73.86428571428571,71.84285714285714,3.95
2002-02-08,73.875,71.85,3.9494505494505496
2002-02-09,73.88571428571429,71.85714285714286,3.948901098901099
2002-02-10,73.89642857142857,71.86428571428571,3.9483516483516485
2002-02-11,73.90714285714286,71.87142857142857,3.947802197802198
2002-02-12,73.91785714285714,71.87857142857143,3.9472527472527474
2002-02-13,73.92857142857143,71.88571428571429,3.946703296703297
2002-02-14,73.93928571428572,71.89285714285714,3.9461538461538463
2002-02-15,73.94999999999999,71.9,3.945604395604396
2002-02-16,73.96071428571427,71.90714285714286,3.9450549450549453
2002-02-17,73.97142857142856,71.91428571428571,3.9445054945054947
2002-02-18,73.98214285714285,71.92142857142856,3.943956043956044
2002-02-19,73.99285714285713,71.92857142857143,3.9434065934065936
2002-02-20,74.00357142857142,71.93571428571428,3.942857142857143
2002-02-21,74.0142857142857,71.94285714285714,3.9423076923076925
2002-02-22,74.02499999999999,71.95,3.941758241758242
2002-02-23,74.03571428571428,71.95714285714286,3.9412087912087914
2002-02-24,74.04642857142856,71.96428571428571,3.940659340659341
2002-02-25,74.05714285714285,71.97142857142858,3.9401098901098903
2002-02-26,74.06785714285714,71.97857142857143,3.9395604395604398
2002-02-27,74.07857142857142,71.98571428571428,3.9390109890109892
2002-02-28,74.08928571428571,71.99285714285715,3.9384615384615387
2002-03-01,74.1,72.0,3.937912087912088
2002-03-02,74.10967741935484,72.01935483870967,3.9373626373626376
2002-03-03,74.11935483870967,72.03870967741935,3.936813186813187
2002-03-04,74.12903225806451,72.05806451612904,3.9362637362637365
2002-03-05,74.13870967741936,72.07741935483871,3.935714285714286
2002-03-06,74.14838709677419,72.09677419354838,3.935164835164835
2002-03-07,74.15806451612903,72.11612903225806,3.9346153846153844
2002-03-08,74.16774193548387,72.13548387096775,3.934065934065934
2002-03-09,74.1774193548387,72.15483870967742,3.9335164835164833
2002-03-10,74.18709677419355,72.1741935483871,3.9329670329670328
2002-03-11,74.19677419354838,72.19354838709677,3.932417582417582
2002-03-12,74.20645161290322,72.21290322580644,3.9318681318681317
2002-03-13,74.21612903225807,72.23225806451613,3.931318681318681
2002-03-14,74.2258064516129,72.2516129032258,3.9307692307692306
2002-03-15,74.23548387096774,72.27096774193548,3.93021978021978
2002-03-16,74.24516129032259,72.29032258064515,3.9296703296703295
2002-03-17,74.25483870967741,72.30967741935484,3.929120879120879
2002-03-18,74.26451612903226,72.32903225806452,3.9285714285714284
2002-03-19,74.2741935483871,72.34838709677419,3.928021978021978
2002-03-20,74.28387096774193,72.36774193548386,3.9274725274725273
2002-03-21,74.29354838709678,72.38709677419355,3.9269230769230767
2002-03-22,74.30322580645162,72.40645161290323,3.926373626373626
2002-03-23,74.31290322580645,72.4258064516129,3.9258241758241756
2002-03-24,74.3225806451613,72.44516129032257,3.925274725274725
2002-03-25,74.33225806451613,72.46451612903225,3.9247252747252745
2002-03-26,74.34193548387097,72.48387096774194,3.924175824175824
2002-03-27,74.35161290322581,72.50322580645161,3.9236263736263735
2002-03-28,74.36129032258064,72.52258064516128,3.923076923076923
2002-03-29,74.37096774193549,72.54193548387096,3.9225274725274724
2002-03-30,74.38064516129033,72.56129032258065,3.921978021978022
2002-03-31,74.39032258064516,72.58064516129032,3.9214285714285713
2002-04-01,74.4,72.6,3.9208791208791207
2002-04-02,74.40666666666667,72.61,3.92032967032967
2002-04-03,74.41333333333334,72.61999999999999,3.9197802197802196
2002-04-04,74.42,72.63,3.919230769230769
2002-04-05,74.42666666666668,72.64,3.9186813186813185
2002-04-06,74.43333333333334,72.64999999999999,3.918131868131868
2002-04-07,74.44,72.66,3.9175824175824174
2002-04-08,74.44666666666667,72.67,3.917032967032967
2002-04-09,74.45333333333333,72.67999999999999,3.9164835164835163
2002-04-10,74.46000000000001,72.69,3.915934065934066
2002-04-11,74.46666666666667,72.7,3.9153846153846152
2002-04-12,74.47333333333333,72.71,3.9148351648351647
2002-04-13,74.48,72.72,3.914285714285714
2002-04-14,74.48666666666666,72.73,3.9137362637362636
2002-04-15,74.49333333333334,72.74,3.913186813186813
2002-04-16,74.5,72.75,3.9126373626373625
2002-04-17,74.50666666666666,72.76,3.912087912087912
2002-04-18,74.51333333333334,72.77,3.9115384615384614
2002-04-19,74.52,72.78,3.910989010989011
2002-04-20,74.52666666666667,72.79,3.9104395604395603
2002-04-21,74.53333333333333,72.8,3.9098901098901098
2002-04-22,74.53999999999999,72.81,3.909340659340659
2002-04-23,74.54666666666667,72.82000000000001,3.9087912087912087
2002-04-24,74.55333333333333,72.83,3.908241758241758
2002-04-25,74.56,72.84,3.9076923076923076
2002-04-26,74.56666666666666,72.85000000000001,3.907142857142857
2002-04-27,74.57333333333332,72.86,3.9065934065934065
2002-04-28,74.58,72.87,3.906043956043956
2002-04-29,74.58666666666666,72.88000000000001,3.9054945054945054
2002-04-30,74.59333333333333,72.89,3.904945054945055
2002-05-01,74.6,72.9,3.9043956043956043
2002-05-02,74.6,72.84516129032258,3.9038461538461537
